ORIGEN,DESTINO,CANTI,FOBDOL,FOBPES
USA,6,6000,103440,423310615
USA,6,18000,79254,324333522
USA,6,56025,216593,876014172
USA,6,2475,7054,28866273
USA,6,6736,46836,191667058
USA,6,5602,21659,87601417
USA,6,156880,37178,150092793
USA,6,29,112906,447512816
USA,6,3992,8727,34706837
USA,6,20392,39882,158604054
USA,6,180028,831472,3295598149
USA,6,4896,100858,407181294
USA,6,89380,101086,408103671
USA,6,4203,18711,75539862
USA,6,2460,33394,134818246
USA,6,188,144,581355
USA,6,125,125,504649
USA,6,188,105,423905
USA,6,188,32,127171
USA,6,17280,33816,138386886
USA,6,80170,13629,54976666
USA,6,18720,4493,18123191
USA,6,6240,2434,9816729
USA,6,110,19,75433
USA,6,5250,10448,42984045
USA,6,2000,12240,50358910
USA,6,3100,19385,79755512
USA,6,66725,235741,969905646
USA,6,3000,12090,49741766
USA,6,34504,84574,341443245
USA,6,285552,46721,188620747
USA,6,27702,80589,319421332
USA,6,29870,250768,1007635802
USA,6,86,381464,1550953289
USA,6,8699,85367,338853308
USA,6,2333,8339,33666935
USA,6,203296,886619,3558631912
USA,6,2908,17422,71035529
USA,6,18160,51200,208168448
USA,6,1000,3200,12919008
USA,6,3168,8879,36204405
USA,6,14364,21584,87138709
USA,6,5591,13252,53502618
USA,6,6411,14861,59995873
USA,6,33093,107227,428857764
USA,6,716,4585,18693431
USA,6,28701,1149979,4574508566
USA,6,24845,31450,128180393
USA,6,4000,21870,89978658
USA,6,10000,15300,62948637
USA,6,18000,20098,79889769
USA,6,17717,60670,241275440
USA,6,0,12,47752
USA,6,160,1522,6156149
USA,6,233186,28848,116674932
USA,6,27435,156246,637084995
USA,6,16,64,254406
USA,6,244,27665,109970865
USA,6,566,1363,5611324
USA,6,1116,5222,20768212
USA,6,60,46,187716
USA,6,2555,32474,131745840
USA,6,830,16949,69771837
USA,6,2758,20658,85041175
USA,6,60,64,264285
USA,6,420,421,1733414
USA,6,790,8689,35767898
USA,6,60,29,121028
USA,6,432,415,1707232
USA,6,300,376,1548661
USA,6,120,109,449532
USA,6,240,178,731106
USA,6,1,15896,64331120
USA,6,24,274,1128275
USA,6,24,152,627368
USA,6,1720,335911,1365743259
USA,6,54,11817,48644509
USA,6,216,1691,6875251
USA,6,60,34,139964
USA,6,18479,85788,346968442
USA,6,1,152546,619358464
USA,6,22,5,20387
USA,6,22,2,8155
USA,6,1,3,10335
USA,6,10000,100,407744
USA,6,11,11,44012
USA,6,300,60,242231
USA,6,500,150,605578
USA,6,500,150,605578
USA,6,500,50,201860
USA,6,21773,38708,155027782
USA,6,1996,19567,77779394
USA,6,22099,36689,149170135
USA,6,18446,83250,338477912
USA,6,729,7654,30339147
USA,6,61,261800,1077724085
USA,6,16822,62035,250237595
USA,6,433,1282,5202539
USA,6,23800,28697,115854717
USA,6,121543,520743,2084357408
USA,6,7074,41829,166349149
USA,6,51840,373697,1523728237
USA,6,4737,9524,38638499
USA,6,140,188,761893
USA,6,94,1011,4103027
USA,6,4057,8699,35290591
USA,6,4046,27772,112669703
USA,6,54480,178000,726496364
USA,6,238,504,2031356
USA,6,5947,15290,62344710
USA,6,5074,12947,52525567
USA,6,9145,27470,111268587
USA,6,198,1032,4208407
USA,6,19022,56577,228934960
USA,6,1660,8316,33736904
USA,6,561,2229,9043406
USA,6,181,1099,4479965
USA,6,1204,2520,10221744
USA,6,3850,2940,11989182
USA,6,6912,7312,29815342
USA,6,1385,13790,55946825
USA,6,23140,120097,494388463
USA,6,5251,28138,114153204
USA,6,4374,12133,49222528
USA,6,13,155,627649
USA,6,15563,32597,132347898
USA,6,13,559,2268641
USA,6,1,825,3347787
USA,6,8,516,2094598
USA,6,14,237,960115
USA,6,1,1112,4513224
USA,6,1,294,1193471
USA,6,2,49,200332
USA,6,2,81,326746
USA,6,500,135944,559626328
USA,6,1,54,219318
USA,6,13,956,3877786
USA,6,320,17218,70880805
USA,6,1,39,157856
USA,6,1,107,435594
USA,6,98,14,57084
USA,6,144,219,893775
USA,6,51,175,706508
USA,6,62,76,304589
USA,6,600,180,726089
USA,6,12,60,242030
USA,6,1283,965,3932813
USA,6,504,533,2174132
USA,6,1750,1715,6787576
USA,6,72000,61200,249247188
USA,6,168000,184800,744243155
USA,6,6000,12240,50387062
USA,6,50500,178770,735922794
USA,6,1000,4030,16589858
USA,6,8400,11363,45169146
USA,6,8920,19449,77312996
USA,6,32924,199353,805303520
USA,6,225,49930,197903032
USA,6,20130,97027,399418731
USA,6,200,5880,23305792
USA,6,575,17171,68057470
USA,6,28226,238194,955363409
USA,6,4810,69862,282046773
USA,6,2938560,176914,721355812
USA,6,96,644,2650796
USA,6,259,1210,4981733
USA,6,230,2194,9032704
USA,6,11844,498082,1995204383
USA,6,2959,10379,41700492
USA,6,75,758,3120334
USA,6,591131,2664932,10811254600
USA,6,4059,27121,110582456
USA,6,16372,160448,638332042
USA,6,9206,13389,53625310
USA,6,2105,4011,16031585
USA,6,9,577,2373955
USA,6,7,72,294789
USA,6,169,2430,10003808
USA,6,36440,102837,407668065
USA,6,636,5617,23124203
USA,6,14427,39660,160539786
USA,6,11151,20641,82356437
USA,6,1607,11675,47368055
USA,6,29,390,1607240
USA,6,945,7708,31411645
USA,6,874,4564,18786182
USA,6,30,242,995968
USA,6,954,4201,17293177
USA,6,25943,108084,433940075
USA,6,178,914,3763263
USA,6,1052,3366,13856730
USA,6,302,2064,8496642
USA,6,8641,9793,39219951
USA,6,12,198,794724
USA,6,959,6627,27281259
USA,6,296,1268,5076774
USA,6,399,3086,12701738
USA,6,189,9264,37308617
USA,6,66888,57272,228016591
USA,6,55953,72788,293240054
USA,6,13770,3325,13423657
USA,6,23760,5616,22323748
USA,6,12325,18857,77627567
USA,6,44,363,1452595
USA,6,26063,67286,268973682
USA,6,2469,6280,25850374
USA,6,400,1480,5970068
USA,6,97,743,3058750
USA,6,290135,35103,144504247
USA,6,639900,30531,121361724
USA,6,3034,17013,68627227
USA,6,2589,47510,195581249
USA,6,12,115,456742
USA,6,111,800,3204048
USA,6,61,129,515491
USA,6,6000,2665,10608446
USA,6,2,350,1401771
USA,6,5513,3334,13459991
USA,6,6725,23801,94338039
USA,6,6198,96519,383670479
USA,6,9442,68741,274408842
USA,6,1800,34270,141075539
USA,6,1686,20115,79728400
USA,6,25326,223678,920790371
USA,6,339,29031,117204834
USA,6,10784,79796,320816407
USA,6,15000,38,152904
USA,6,19,3658,14540879
USA,6,18,5540,22021999
USA,6,14000,3335,13599486
USA,6,1,14982,61674751
USA,6,4,414,1669741
USA,6,275,2617,10406197
USA,6,1500,13530,53806645
USA,6,96,850,3377236
USA,6,518,1615,6421400
USA,6,461,928,3690474
USA,6,58,315,1253743
USA,6,500,702,2790553
USA,6,125,876,3484087
USA,6,61,6384,25375345
USA,6,168,758,3014867
USA,6,650,5756,22879147
USA,6,48,639,2540162
USA,6,510,1837,7302201
USA,6,2100,19890,79063944
USA,6,21,1231,4891746
USA,6,396,6628,26345227
USA,6,116,1828,7265153
USA,6,1706,5207,20699725
USA,6,36,414,1643700
USA,6,71,640,2543461
USA,6,569,3366,13380709
USA,6,144,1112,4418472
USA,6,5784,22011,87495666
USA,6,4626,11500,45712303
USA,6,732,3069,12198677
USA,6,216,265,1054909
USA,6,7,3115,12382405
USA,6,222,3979,15816883
USA,6,9,67961,270150296
USA,6,6,8298,32985297
USA,6,200,518,2060289
USA,6,21,1559,6195854
USA,6,530,46378,189103716
USA,6,58,27936,115032347
USA,6,24,38193,151820612
USA,6,15,2497,9924210
USA,6,65,87009,345868606
USA,6,5,6673,26525776
USA,6,4,26072,103640097
USA,6,2,4164,16552275
USA,6,4,13,51199
USA,6,4,9,33868
USA,6,74,37,152229
USA,6,6,3,12343
USA,6,10,10,43200
USA,6,13,109,433484
USA,6,6529,54051,214858067
USA,6,2505,20741,82446348
USA,6,10245,84813,337141097
USA,6,1815,4307,17118924
USA,6,629,5203,20683546
USA,6,2,64,254406
USA,6,14,275,1093667
USA,6,3,23,89797
USA,6,39,4941,19642708
USA,6,10,67,266729
USA,6,23,1263,5019982
USA,6,50400,56376,229878199
USA,6,16800,20056,81430368
USA,6,1,7000,27825630
USA,6,372960,546233,2220867856
USA,6,27360,48154,195782425
USA,6,154120,270830,1111266796
USA,6,990,13130,53384961
USA,6,3661,15248,61711183
USA,6,6102,25414,102851958
USA,6,138000,150708,620056417
USA,6,6509,27108,109708775
USA,6,16272,67770,274271957
USA,6,52391,78631,319695223
USA,6,146,21136,86345157
USA,6,302,24223,97713158
USA,6,210,24591,99195268
USA,6,4,50,203872
USA,6,6,700,2854208
USA,6,110400,150618,596984986
USA,6,274820,261961,1078386033
USA,6,41740,37062,152568235
USA,6,63000,50400,206253432
USA,6,86970,74882,308086675
USA,6,446750,806829,3297652347
USA,6,73600,103040,423936442
USA,6,2540,3585,14188210
USA,6,207363,305621,1230463710
USA,6,38560,82138,333490977
USA,6,32256,112320,459393293
USA,6,15859,47322,194697419
USA,6,219454,199207,810841854
USA,6,67440,58516,240950271
USA,6,7667,89257,367534606
USA,6,147000,105242,418950960
USA,6,4800,480,1976501
USA,6,30,15,59367
USA,6,127680,120019,477297155
USA,6,27360,48154,191499163
USA,6,2026,57449,231932690
USA,6,246240,280714,1151230851
USA,6,17480,25052,99295831
USA,6,8590,68149,275631092
USA,6,149730,134087,544413739
USA,6,2958,20100,80195871
USA,6,138000,150708,612747079
USA,6,175470,157721,649271045
USA,6,88380,230219,947976726
USA,6,2280,57000,230685270
USA,6,448,5378,21711402
USA,6,6514,119784,483592705
USA,6,19527,26471,107933996
USA,6,78586,116910,473146537
USA,6,19068,122303,498684857
USA,6,153,22080,87769987
USA,6,2574,19805,80348305
USA,6,851,33287,137064895
USA,6,7808,49717,197718065
USA,6,8,4507,17923499
USA,6,4,1629,6477358
USA,6,1,1331,5292657
USA,6,1,166,659798
USA,6,3990,99750,403699222
USA,6,36800,47578,189392317
USA,6,2540,19851,79205222
USA,6,1,7120,29137390
USA,6,29301,188178,753662899
USA,6,108550,84669,336566895
USA,6,27,704,2821044
USA,6,400,702,2811552
USA,6,16486,57426,234150784
USA,6,96096,379461,1535889436
USA,6,5288,32141,127762573
USA,6,380,4845,19562083
USA,6,490,1528,6166929
USA,6,5033,38486,155207260
USA,6,2394,21213,87348818
USA,6,924,6465,26361139
USA,6,110,93850,378890322
USA,6,88,0,404
USA,6,186,31551,127564446
USA,6,224420,903749,3592481784
USA,6,23534,59240,237259754
USA,6,1126440,42663,170760828
USA,6,595,218921,880295149
USA,6,138,59532,240141968
USA,6,15,1011,4017107
USA,6,1,812,3298060
USA,6,810,3295,13376448
USA,6,1305,9977,40506736
USA,6,10,458,1861173
USA,6,6,297,1206352
USA,6,4,400,1622761
USA,6,17,677,2748275
USA,6,72,301,1220684
USA,6,110,430,1746271
USA,6,126,713,2896714
USA,6,38,7886,32018708
USA,6,243,1027,4169124
USA,6,125,379,1538959
USA,6,450,7100,28827024
USA,6,357,811,3292376
USA,6,26,986,4001278
USA,6,0,0,1502
USA,6,995,1701,7001290
USA,6,62,67,275112
USA,6,3,6222,25261604
USA,6,1,1046,4248013
USA,6,0,1575,6396198
USA,6,1338,11195,46086625
USA,6,0,176,713368
USA,6,285,4826,19593431
USA,6,2,509,2065561
USA,6,4539,28922,118356363
USA,6,515,1652,6760529
USA,6,1,681,2766180
USA,6,1,1283,5207467
USA,6,0,885,3593233
USA,6,17,17,67114
USA,6,8,40,162487
USA,6,10,37,149738
USA,6,59854,12539,50028552
USA,6,58812,10085,40238081
USA,6,7980000,102089,407347390
USA,6,187000,39235,159521271
USA,6,31139,54775,222705518
USA,6,160000,68425,276923502
USA,6,33294,204936,837075892
USA,6,1766,15713,63850419
USA,6,213,913,3708889
USA,6,13917,116801,474592727
USA,6,170,1194,4854960
USA,6,2,5800,23055522
USA,6,600,2988,12131728
USA,6,15225,46428,188664187
USA,6,909,10827,44018479
USA,6,5107,42552,172903517
USA,6,8885,39647,161114988
USA,6,5906,81308,330427711
USA,6,283,924,3752207
USA,6,11850,109191,443645090
USA,6,6427,19251,78267254
USA,6,3389,20497,84020744
USA,6,20,8,31972
USA,6,15,75,300380
USA,6,10320,215359,886545529
USA,6,19220,71694,291088435
USA,6,16000,64200,255313128
USA,6,548,3418,13546372
USA,6,13777,67438,273591352
USA,6,201,1194,4845812
USA,6,30,111,439312
USA,6,2,15,59367
USA,6,5971,24579,97774294
USA,6,14918,44417,180338140
USA,6,1200,63840,252664037
USA,6,30,89,351450
USA,6,1,159967,634040402
USA,6,1,186294,753467703
USA,6,28,103659,410259311
USA,6,8,21444,84868560
USA,6,1,5000,20461650
USA,6,128,493734,1998195809
USA,6,13476,166479,661769485
USA,6,123200,94923,390757261
USA,6,10275,45817,182127295
USA,6,1635,167397,689106669
USA,6,109,46370,190886319
USA,6,4776,53355,215795316
USA,6,2,12700,51783488
USA,6,123,22900,92790854
USA,6,18120,342236,1367814896
USA,6,129752,801826,3232791520
USA,6,32993,177164,701175393
USA,6,1877,14543,59048223
USA,6,11504,116582,473999556
USA,6,6406,13834,54752463
USA,6,18721,110746,449646346
USA,6,2560,12191,50198097
USA,6,27190,401890,1654864537
USA,6,6423,29236,120386605
USA,6,175,1015,4178199
USA,6,3440,138300,552394568
USA,6,10248,168970,672645221
USA,6,242410,1021257,4113485653
USA,6,19308,45989,183491450
USA,6,3700,21438,87154056
USA,6,500,3535,14544015
USA,6,200,1778,7315208
USA,6,223,1015,4124917
USA,6,1176,11466,46618348
USA,6,78180,444160,1808902759
USA,6,850,7404,30061351
USA,6,8175,60929,244022899
USA,6,10000,125459,507747142
USA,6,43520,252510,1004820474
USA,6,23000,1191866,4724043370
USA,6,189230,155169,616809150
USA,6,19840,102393,405249566
USA,6,9489,62757,252141762
USA,6,12524,63629,258342026
USA,6,2449,14308,56627417
USA,6,1007264,192447,774974679
USA,6,1177178,136454,549189610
USA,6,175,2527,10341850
USA,6,285,12802,52390336
USA,6,22504,22273,88660348
USA,6,9,1549,6132169
USA,6,11,141,557571
USA,6,167528,11218,44656669
USA,6,1207,20742,82565903
USA,6,2959,12898,51342682
USA,6,159600,68446,272078414
USA,6,469,3465,14179923
USA,6,44655,210020,849261217
USA,6,3,1500,6138495
USA,6,1,176,695618
USA,6,7,50,204616
USA,6,104,11672,48021993
USA,6,1488,19458,80054867
USA,6,3,588,2419203
USA,6,50,125,514286
USA,6,38958,172043,684846369
USA,6,8,38,149366
USA,6,1,2000,8184660
USA,6,1484,80364,324445787
USA,6,280,21613,85540945
USA,6,105,20986,85879960
USA,6,4,2843,11634085
USA,6,21,13500,53431161
USA,6,44,37840,153757331
USA,6,6,1197,4886891
USA,6,15,636,2517973
USA,6,15680,52913,210332148
USA,6,1229,4461,18008047
USA,6,125,4,15223
USA,6,80,35,137697
USA,6,1,31,128572
USA,6,13,1,2139
USA,6,7,2,10286
USA,6,35,1,4114
USA,6,118,6,24891
USA,6,40,15,61509
USA,6,15,2,6377
USA,6,4,0,1975
USA,6,5,1,2469
USA,6,2,18452,73135041
USA,6,2522,8154,32318950
USA,6,20,57471,232021346
USA,6,2,5000,20461650
USA,6,1163,5983,24485393
USA,6,7704,64434,263686705
USA,6,1644,15552,63643916
USA,6,5288,32141,131530760
USA,6,13108,154145,623440185
USA,6,2563,10558,42700885
USA,6,184,29602,121142176
USA,6,1330,25291,102290511
USA,6,8,0,41
USA,6,172,112,458341
USA,6,6,15029,59480534
USA,6,34,0,41
USA,6,3,20000,81007400
USA,6,11039,86364,348666222
USA,6,17019,95302,377735118
USA,6,185,6105,24199022
USA,6,1343,6220,24654238
USA,6,19265,86642,353277964
USA,6,2100,10240,40584975
USA,6,202,2034,8060474
USA,6,16000,102856,409041855
USA,6,836,4173,16540770
USA,6,540,317,1255659
USA,6,251,1781,7058127
USA,6,306,2984,11826104
USA,6,216,2838,11247423
USA,6,56,296,1173336
USA,6,7,715,2835379
USA,6,184,914,3622703
USA,6,73,660,2617542
USA,6,173,584,2313139
USA,6,70330,54857,218063102
USA,6,362880,47248,187270240
USA,6,362880,41562,164733896
USA,6,19178,21225,85687743
USA,6,6642,51262,211024637
USA,6,1,3174,12847146
USA,6,1,10000,39750900
USA,6,60171,277112,1109850547
USA,6,2018,35242,141144722
USA,6,3,2664000,10589639760
USA,6,3,6000,23850540
USA,6,278,86000,349202004
USA,6,5280,100901,402583093
USA,6,45590,241697,976151710
USA,6,39791,381411,1532394678
USA,6,9833,55985,225408962
USA,6,2064,17815,70611792
USA,6,2804,38462,152446393
USA,6,982,75835,301449917
USA,6,1024,40679,161701891
USA,6,13623,83674,338223267
USA,6,62595,118680,482912480
USA,6,38457,163376,660774208
USA,6,4772,87599,353652999
USA,6,19749,33986,137206526
USA,6,16563,40257,162819839
USA,6,12200,61700,249546267
USA,6,9221,47488,194338245
USA,6,832,6874,28130513
USA,6,5716,26720,109346362
USA,6,33,20774,85012754
USA,6,123200,94923,388454440
USA,6,5664000,145457,593093128
USA,6,105250,171395,692958361
USA,6,10180,1323,5342817
USA,6,334003,145577,584212841
USA,6,29825,140462,565033836
USA,6,122,1281,5181017
USA,6,450,12180,49521322
USA,6,17626,80980,321902152
USA,6,20,15625,63195469
USA,6,12,9375,37917281
USA,6,2475,7054,28679066
USA,6,247,1809,7316519
USA,6,2400,127680,515468419
USA,6,9346,93,371512
USA,6,30,4752,19185090
USA,6,230,62728,253246106
USA,6,6505,180074,736924033
USA,6,1374,15458,62518013
USA,6,14708,39459,160432943
USA,6,47780,93742,378934190
USA,6,160,65,259098
USA,6,1,81920,332607488
USA,6,1229,4461,17731048
USA,6,1,3000,12276990
USA,6,96153,394705,1611465933
USA,6,1956,13285,54170584
USA,6,516,5573,22722758
USA,6,123200,95023,388863673
USA,6,2656,11262,45919232
USA,6,2,2500,10142350
USA,6,5,3221,13134046
USA,6,19,33299,135774756
USA,6,50,16052,65122001
USA,6,1,2800,11359432
USA,6,1,3200,12982208
USA,6,7,6790,27546623
USA,6,87630,68351,275717928
USA,6,1,7000,28398580
USA,6,113,8400,34579356
USA,6,20880,417161,1658251724
USA,6,44822,240303,963594990
USA,6,47462,439168,1773448657
USA,6,4414,25121,101335538
USA,6,2250864,66636,269301878
USA,6,27414,156588,632049260
USA,6,330,4321,17474912
USA,6,186,124004,510190145
USA,6,24,15549,63973589
USA,6,32193,118759,479453818
USA,6,249,154676,627377966
USA,6,204,58017,233981746
USA,6,15094,81013,328418568
USA,6,617752,2683644,10806876133
USA,6,118696,567174,2244742263
USA,6,174,2207,8925425
USA,6,3586,30837,124068898
USA,6,32,2813,11181133
USA,6,32,2400,9875654
USA,6,25200,27751,111143259
USA,6,5288,32141,127762573
USA,6,25728,327399,1337451493
USA,6,36,456,1874923
USA,6,10333,71548,287064792
USA,6,3000,11987,48825395
USA,6,16560,89883,360123271
USA,6,1550,11038,44186305
USA,6,3151,37282,150535681
USA,6,911,12292,49067929
USA,6,1788,18345,73609235
USA,6,428,7393,29853613
USA,6,134,1035,4259854
USA,6,74,491,2020363
USA,6,25232,68489,276410383
USA,6,769,5991,24277970
USA,6,110,815,3241408
USA,6,2256,18543,73710889
USA,6,702,8936,36288711
USA,6,298,48720,198085370
USA,6,8154,746090,2988133533
USA,6,5026,35558,142411483
USA,6,5026,44049,176419328
USA,6,2035,21475,88405417
USA,6,90560,74259,294331537
USA,6,12,200,795018
USA,6,6158,24778,101401472
USA,6,541,3438,13866896
USA,6,5743,19200,77954961
USA,6,284276,78736,312076757
USA,6,320358,66280,262704785
USA,6,1992000,25832,104287077
USA,6,92,310,1232278
USA,6,115,1131,4496224
USA,6,39,29737,122415243
USA,6,1,300,1218045
USA,6,38,94,381074
USA,6,2262,7193,28809918
USA,6,86999,155436,629947191
USA,6,277,180,715516
USA,6,41207,105705,427800451
USA,6,28260,129556,527768926
USA,6,7,100,411429
USA,6,2144,19624,79326936
USA,6,26,42673,172277798
USA,6,214,15320,61847732
USA,6,685,43991,177599218
USA,6,224,713,2825669
USA,6,81,446,1774679
USA,6,892,16074,65352858
USA,6,15,111750,451155982
USA,6,225,1128,4558666
USA,6,17518,134274,541904101
USA,6,1600,57599,228962918
USA,6,110,796,3276209
USA,6,214,1644,6535008
USA,6,135,1168,4640918
USA,6,296,3031,12049810
USA,6,3,20500,82965755
USA,6,3000,14940,60195083
USA,6,734,8068,32071543
USA,6,768,8541,34567459
USA,6,20205,56489,227128177
USA,6,8043,69107,278898788
USA,6,6,120,477249
USA,6,7595,32374,130167072
USA,6,6314,88273,355901184
USA,6,80,712,2828674
USA,6,335,1083,4316743
USA,6,1586,33380,132845850
USA,6,17268,137636,554083178
USA,6,1,2957,11701939
USA,6,2,400,1645716
USA,6,1,24952,102659764
USA,6,11,19317,78349512
USA,6,1,1755,7125563
USA,6,34,71524,293019155
USA,6,19,2457,9773975
USA,6,3,531,2100270
USA,6,14,756,2990531
USA,6,7,800,3291432
USA,6,8513,16382,66607683
USA,6,1488,1391,5514713
USA,6,7633,56554,229937501
USA,6,46,756,3069473
USA,6,136,1413,5818388
USA,6,16,5600,22260504
USA,6,1,150,596264
USA,6,22,2200,8745198
USA,6,17,26100,106809813
USA,6,1,8579,35317872
USA,6,32,27326,108622077
USA,6,2,51,202730
USA,6,1273,4070,16431363
USA,6,2,9880,40312670
USA,6,1,7250,29669392
USA,6,3,22480,91995578
USA,6,1,7350,29216912
USA,6,1,7000,27825630
USA,6,37500,58900,234460508
USA,6,19583,66055,271769138
USA,6,137200,69068,284166851
USA,6,38100,130181,516969461
USA,6,19154,64186,264078213
USA,6,4,7,28583
USA,6,1,4000,15922680
USA,6,207,14083,56403140
USA,6,3989,8094,32415354
USA,6,36780,93073,383143052
USA,6,876300,53563,220497569
USA,6,5210000,164490,677137066
USA,6,196000,274315,1107460402
USA,6,625,2375,9776901
USA,6,16275,21600,88918344
USA,6,3900,8800,36225992
USA,6,1112,2528,10406740
USA,6,115,450,1852466
USA,6,98,1275,5248652
USA,6,855,10660,43882849
USA,6,320,814,3349875
USA,6,528,1960,8068516
USA,6,3510,8440,34744020
USA,6,2100,37915,154596138
USA,6,16330,6728,26756020
USA,6,661668,1097727,4356083195
USA,6,75000,72757,289620333
USA,6,75000,119338,491265947
USA,6,83156,220293,874736489
USA,6,1008,7968,31674829
USA,6,12698,47254,187022086
USA,6,749200,51988,206059940
USA,6,1264700,85439,339148252
USA,6,4000,506,2011873
USA,6,7229800,180974,719072375
USA,6,3121,57107,227106118
USA,6,45,2710,10725675
USA,6,22209,60798,241891911
USA,6,17600,67373,273544486
USA,6,49008,116408,471943138
USA,6,148070,88980,363682979
USA,6,18350,43632,179665982
USA,6,8000,51700,211573461
USA,6,387,6956,28642791
USA,6,2086,8933,36783503
USA,6,105,660,2717689
USA,6,5588,13769,56695925
USA,6,28582,106251,426589030
USA,6,13004,37065,152621851
USA,6,188,4160,17129674
USA,6,32,960,3953002
USA,6,36,850,3500054
USA,6,152,1611,6632478
USA,6,533071,2745119,11134709345
USA,6,1461,34150,135749324
USA,6,13122,39054,160680551
USA,6,1232,3069,12461372
USA,6,104820,80560,327087389
USA,6,250,25,102308
USA,6,20000,31110,127312386
USA,6,2,20000,82331800
USA,6,121564,150242,610850510
USA,6,362880,592883,2353211945
USA,6,58800,66085,262694816
USA,6,18501,46906,186455254
USA,6,35894,94130,374339353
USA,6,271,3750,15428588
USA,6,280740,151746,603202576
USA,6,2324,17088,70305564
USA,6,20702,31501,125686562
USA,6,1036,3884,15709524
USA,6,86268,147594,596659402
USA,6,20890,34896,140881782
USA,6,120,1912,7738884
USA,6,13010,72684,293972661
USA,6,12136,419919,1681801591
USA,6,900,200,808902
USA,6,20000,31110,126849158
USA,6,18918,47963,193475153
USA,6,29438,201118,811950529
USA,6,40000,7922,31351950
USA,6,450,3112,12802066
USA,6,48,245,987335
USA,6,16,10,40372
USA,6,206250,339276,1348343578
USA,6,56250,91516,362199358
USA,6,44567,166210,660700583
USA,6,2116,22033,87910044
USA,6,18975,32404,129779964
USA,6,21760,37700,155195443
USA,6,311,21682,88032091
USA,6,10,12683,50196397
USA,6,8,4598,18197826
USA,6,16,4269,16895720
USA,6,1,197,779681
USA,6,1967,3884,15989494
USA,6,17706,31968,131599149
USA,6,620,4800,19224288
USA,6,3600,3600,14819724
USA,6,1,29220,116152130
USA,6,15606,91834,375813478
USA,6,18160,22700,91628332
USA,6,9425,56554,231436076
USA,6,16014,59559,240450030
USA,6,19068,30442,125349681
USA,6,27275,161203,659696855
USA,6,577460,202111,816676990
USA,6,15120,51710,206318808
USA,6,38136,58882,237716207
USA,6,52560,177163,721683789
USA,6,208670,73034,296531025
USA,6,42740,988042,4011599741
USA,6,2055,32717,132083211
USA,6,17712,55296,223054664
USA,6,4450,146357,595057965
USA,6,4833,69987,288107661
USA,6,2645,650,2677430
USA,6,2981,11302,45265989
USA,6,3270,14279,57188252
USA,6,57733,217518,877432247
USA,6,9332,37380,152970068
USA,6,19068,127186,523281734
USA,6,6985,73624,299341471
USA,6,19223,72892,291936513
USA,6,19301,88101,350210756
USA,6,8165,73635,297278647
USA,6,2419,3468,14067480
USA,6,3226,7821,31800211
USA,6,1075,2941,11957976
USA,6,4301,8952,36396708
USA,6,12902,36919,150104738
USA,6,806,1048,4252971
USA,6,1613,1880,7626723
USA,6,806,1048,4252971
USA,6,46200,757680,3066414305
USA,6,32400,473364,1873465838
USA,6,2419,2728,11068631
USA,6,10016,35063,143489285
USA,6,6882,26448,107381345
USA,6,1938,113,461330
USA,6,25,50,204616
USA,6,389,3506,14156124
USA,6,2688,24406,99875769
USA,6,57626,219786,886577585
USA,6,19482,89230,354851485
USA,6,19068,125439,506422691
USA,6,38495,174824,719277129
USA,6,9216,70042,280520810
USA,6,3456,29030,116268494
USA,6,5443,196826,800253630
USA,6,15000,190917,761738188
USA,6,299,3510,13913161
USA,6,363,3532,13999290
USA,6,11343,42507,171608593
USA,6,5280,47598,194079946
USA,6,1138,63,253132
USA,6,9375,38115,156903828
USA,6,19068,125439,516382580
USA,6,411533,1544507,6220181127
USA,6,38406,180833,742338720
USA,6,600,3198,12900188
USA,6,939,57,234646
USA,6,39,54698,221226608
USA,6,630,9828,39677503
USA,6,568,6004,24239894
USA,6,54,597,2409314
USA,6,35840,21544,88638264
USA,6,2106,36842,149793218
USA,6,18652,63126,252821655
USA,6,19200,28310,116572205
USA,6,6326,15648,64415495
USA,6,255110,272202,1120545554
USA,6,12185,13420,55244638
USA,6,3808,25633,101597675
USA,6,65522,165720,681820139
USA,6,113400,25855,104382355
USA,6,22400,32130,129606958
USA,6,2880,195180,803696285
USA,6,18403,31231,126803722
USA,6,172,5059,20261078
USA,6,4425,14320,56759511
USA,6,39226,35424,140200044
USA,6,3239,10809,42843814
USA,6,37498,80017,323838208
USA,6,62640,64932,267372463
USA,6,1040,2827,11237977
USA,6,25200,29008,118278380
USA,6,7430,24887,99341354
USA,6,15360,21010,84042283
USA,6,536,178085,733103589
USA,6,45360,61224,247781355
USA,6,185918,323818,1288893393
USA,6,2211,15610,63796266
USA,6,15289,80272,325762740
USA,6,14862,359612,1461249979
USA,6,371782,461890,1865836430
USA,6,140699,404788,1638695029
USA,6,18430,48178,198383032
USA,6,1460,3172,12980871
USA,6,31068,233649,946426759
USA,6,1630,105288,419118097
USA,6,46,15131,59883118
USA,6,1819,202914,803374216
USA,6,7248,354154,1413382455
USA,6,347,906,3727958
USA,6,47600,56014,228393724
USA,6,10690,103750,411833141
USA,6,16824,193311,780418771
USA,6,108,1287,5124555
USA,6,54834,60390,241865573
USA,6,1912,5560,22267493
USA,6,41280,47343,194867141
USA,6,334325,845990,3388086811
USA,6,12950,84212,337497470
USA,6,15630,96734,395354066
USA,6,10970,16474,67416635
USA,6,99,203,821361
